LAST_NAME;PERSONAL_PHOTO;NAME;SECOND_NAME;WORK_POSITION;EMAIL;PERSONAL_BIRTHDAY;PERSONAL_GENDER;WORK_PHONE;UF_PHONE_INNER;PERSONAL_MOBILE;PERSONAL_ICQ;LOGIN;IBLOCK_SECTION_NAME_1;IBLOCK_SECTION_NAME_2;IBLOCK_SECTION_NAME_3;IBLOCK_SECTION_NAME_4
Æèõàðåâ;489/26b.jpg;Àëåêñàíäð;Âëàäèìèðîâè÷;ïðîãðàììèñò-ðàçðàáîò÷èê;a.zhiharev@example.com;26.07.1980;M;8 (495) 654-94-89;449;8 (495) 389-39-43;985-944-931;a.zhiharev;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Ñåêòîð ðàçðàáîòêè ÏÎ;
Æóðáèí;20c/27b.jpg;Èãîðü;Âèòàëüåâè÷;ïðîãðàììèñò-ðàçðàáîò÷èê;i.zhurbin@example.com;27.07.1977;M;8 (495) 674-93-67;562;8 (495) 462-73-84;844-830-611;i.zhurbin;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Ñåêòîð ðàçðàáîòêè ÏÎ;
Çàáîëîòñêèõ;dd2/28b.jpg;Âëàäèìèð;Èâàíîâè÷;ïðîãðàììèñò-ðàçðàáîò÷èê;v.zabolotskih@example.com;28.07.1979;M;8 (495) 599-43-84;633;8 (495) 785-94-43;489-095-953;v.zabolotskih;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Ñåêòîð ðàçðàáîòêè ÏÎ;
Çèçåâñêèé;355/200156574-001.gif;Íèêîëàé;Âëàäèìèðîâè÷;ïðîãðàììèñò-ðàçðàáîò÷èê;n.zizevskij@example.com;29.07.1977;M;8 (495) 479-94-43;402;8 (495) 468-43-43;637-932-945;n.zizevskij;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Ñåêòîð ðàçðàáîòêè ÏÎ;
Êóçáåêîâ;d0c/30b.jpg;Òàëãàò;Õàøèìîâè÷;ïðîãðàììèñò-ðàçðàáîò÷èê;t.kuzbekov@example.com;30.07.1975;M;8 (495) 468-83-83;764;8 (495) 855-94-94;678-230-833;t.kuzbekov;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Ñåêòîð ðàçðàáîòêè ÏÎ;
Çàðÿíèí;b8d/31b.jpg;Âëàäèñëàâ;Êëèìåíòüåâè÷;ïðîãðàììèñò-ðàçðàáîò÷èê;v.zaryanin@example.com;01.08.1976;M;8 (495) 765-09-43;478;8 (495) 764-83-94;488-943-942;v.zaryanin;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Ñåêòîð ðàçðàáîòêè ÏÎ;
Ðóòêîâñêèé;825/32b.jpg;Èãîðü;Âàëüäåìàðîâè÷;ïðîãðàììèñò-ðàçðàáîò÷èê;i.rutkovskij@example.com;02.08.1976;M;8 (495) 745-95-83;567;8 (495) 745-05-94;468-356-732;i.rutkovskij;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Ñåêòîð ðàçðàáîòêè ÏÎ;
Ìàðäàíîâ;68d/33b.jpg;Ðóñòýì;Õàáèáîâè÷;àíèìàòîð;r.mardanov@example.com;03.08.1979;M;8 (495) 765-44-83;889;8 (495) 382-95-45;844-396-833;r.mardanov;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Ñòóäèÿ àíèìàöèè;
Êðþ÷êîâà;c6c/200291175-004.gif;Âåðà;Àëåêñàíäðîâíà;àíèìàòîð;v.kryuchkova@example.com;04.08.1976;F;8 (495) 431-94-83;682;8 (495) 643-99-94;332-933-943;v.kryuchkova;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Ñòóäèÿ àíèìàöèè;
Êóð÷åíÿ;c6e/9b.jpg;Åëåíà;×åñëàâîâíà;àíèìàòîð;e.kurchenya@example.com;05.08.1961;F;8 (495) 731-83-93;545;8 (495) 567-94-43;855-432-934;e.kurchenya;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Ñòóäèÿ àíèìàöèè;
Ëàïêî;5a2/10b.jpg;Òàòüÿíà;Âëàäèìèðîâíà;àíèìàòîð;t.lapko@example.com;06.08.1976;F;8 (495) 632-97-93;471;8 (495) 571-94-94;833-444-948;t.lapko;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Ñòóäèÿ àíèìàöèè;
Ëàðèíà;146/11b.jpg;Òàòüÿíà;Èâàíîâíà;àíèìàòîð;t.larina@example.com;07.08.1976;F;8 (495) 621-83-94;731;8 (495) 638-95-05;532-944-832;t.larina;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Ñòóäèÿ àíèìàöèè;
Øàíäàð;0b4/200495913-001.gif;Îëüãà;Àëåêñàíäðîâíà;àíèìàòîð;o.shandar@example.com;08.08.1980;F;8 (495) 787-94-94;403;8 (495) 678-83-93;763-833-982;o.shandar;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Ñòóäèÿ àíèìàöèè;
Ìóðàòîâà;59d/200472755-001.gif;Çóõðà;Ìàðàòîâíà;àíèìàòîð;z.muratova@example.com;09.08.1976;F;8 (495) 632-72-72;732;8 (495) 737-94-94;732-822-323;z.muratova;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Ñòóäèÿ àíèìàöèè;
Îâ÷àðåíêî;776/42-17366152.gif;Îëüãà;Ñåðãååâíà;ïðîåêò-ìåíåäæåð;o.ovcharenko@example.com;03.07.1983;F;+7 495 188 95 22;95 22;;687987;o.ovcharenko;Ìîñêîâñêèé ôèëèàë;Äåïàðòàìåíò ïî ðàáîòå ñ êëèåíòàìè;;
Ìèðîåâñêàÿ;21b/42-17082203.gif;Èðèíà;Âàëåíòèíîâíà;Ñåðâèñ-ìåíåäæåð;i.miroevskaya@example.com;18.09.1981;F;+7 495 235 95 44;95 44;;6549687;i.miroevskaya;Ìîñêîâñêèé ôèëèàë;Äåïàðòàìåíò ïî ðàáîòå ñ êëèåíòàìè;Ðàñ÷åòíî-ñåðâèñíûé öåíòð;
Èâàíîâ;5d3/42-15536733.gif;Äìèòðèé;Àëåêñàíäðîâè÷;Àíàëèòèê;d.ivanov@example.com;24.04.1982;M;+7 495 188 95 23;95 23;8 (495)  988 65 54;321657876;d.ivanov;Ìîñêîâñêèé ôèëèàë;IT-äåïàðòàìåíò;Îòäåë  ñèñòåìíûõ ðåøåíèé;
Ëþáèìîâ;c29/AA001425.jpg;Ïåòð;Ñåðãååâè÷;Âåäóùèé IT-ñïåöèàëèñò;p.lyubimov@example.com;08.12.1970;M;+7 495 188 95 68;95 68;8 (495) 656 32 32;3165467;p.lyubimov;Ìîñêîâñêèé ôèëèàë;IT-äåïàðòàìåíò;Îòäåë èíôîðìàöèîííî-óïðàâëÿþùèõ ñèñòåì;
Ìàìîíîâ;9db/42-16789093.gif;Ñåðãåé;Ìèõàéëîâè÷;ñèñòåìíûé àíàëèòèê;s.mamonov@example.com;08.02.1982;M;+7 495 787 95 32;95 32;8 (495) 999 35 65;32165498;s.mamonov;Ìîñêîâñêèé ôèëèàë;IT-äåïàðòàìåíò;Îòäåë  ñèñòåìíûõ ðåøåíèé;
Ìèòðîôàíîâ;cd5/42-16841618.gif;Äåíèñ;Àëåêñàíäðîâè÷;SEO-àäìèíèñòðàòîð;d.mitrofanov@example.com;25.05.1980;M;+7 495 188 95 29;95 29;;6876415;d.mitrofanov;Ìîñêîâñêèé ôèëèàë;Äåïàðòàìåíò ìàðêåòèíãà;Îòäåë èíòåðíåò ìàðêåòèíãà;
Áåëîâ;df4/200178427-009.gif;Åâãåíèé;Íèêîëàåâè÷;òåñòèðîâùèê âåá-ïðèëîæåíèé;e.belov@example.com;01.05.1990;M;;;;;e.belov;Êàëèíèíãðàäñêèé ôèëèàë;Îòäåë êà÷åñòâà;Îòäåë òåñòèðîâàíèÿ ÏÎ;
Äüÿêîâ;7f9/200284458-001.gif;Àíàòîëèé;ßêîâëåâè÷;çâóêîðåæèññåð;a.dyakov@example.com;10.08.1981;M;8 (495) 446-76-73;733;8 (495) 567-12-95;738-830-833;a.dyakov;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Ñòóäèÿ çâóêîçàïèñè;
Ñâåð÷èíñêèé;4f9/34b.jpg;Ñåðãåé;Âëàäèñëàâîâè÷;çâóêîðåæèññåð;s.sverchinskij@example.com;11.08.1976;M;8 (495) 633-74-73;801;8 (495) 584-54-54;346-680-872;s.sverchinskij;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Ñòóäèÿ çâóêîçàïèñè;
Êàáèðîâ;21c/200299144-001.gif;Ñàëàâàò;Ðàøèòîâè÷;çâóêîðåæèññåð;s.kabirov@example.com;12.08.1978;M;8 (495) 546-50-74;201;8 (495) 955-98-52;736-054-722;s.kabirov;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Ñòóäèÿ çâóêîçàïèñè;
Ëîéêåâè÷;fdc/15b.jpg;Åëåíà;Ïåòðîâíà;çâóêîðåæèññåð;e.lojkevich@example.com;13.08.1979;F;8 (495) 467-54-53;767;8 (495) 389-90-84;356-838-944;e.lojkevich;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Ñòóäèÿ çâóêîçàïèñè;
Áàáêèí;62b/36b.jpg;Ñåðãåé;Ýíãåëåâè÷;àóäèî-ðåäàêòîð;s.babkin@example.com;14.08.1979;M;8 (495) 749-83-67;681;8 (495) 567-25-63;455-884-832;s.babkin;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Ñòóäèÿ çâóêîçàïèñè;
Ëàøóê;297/16b.jpg;Ãàëèíà;Ãåîðãèåâíà;àóäèî-ðåäàêòîð;g.lashuk@example.com;15.08.1984;F;8 (495) 764-76-98;674;8 (495) 585-54-51;768-985-085;g.lashuk;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Ñòóäèÿ çâóêîçàïèñè;
Ñåäîâ;249/37b.jpg;Ðîìàí;Àëåêñàíäðîâè÷;ïðîãðàììèñò;r.sedov@example.com;16.08.1978;M;8 (495) 849-98-84;743;8 (495) 674-98-95;741-954-544;r.sedov;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Òåõíîëîãè÷åñêèé ñåêòîð;
Áåëüòþêîâ;a14/200311548-001.gif;Àíàòîëèé;Ëåîíèäîâè÷;ïðîãðàììèñò;a.beltyukov@example.com;17.08.1980;M;8 (495) 571-55-52;5450;8 (495) 541-54-98;543-107-522;a.beltyukov;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Òåõíîëîãè÷åñêèé ñåêòîð;
Áåëàø;cdc/200368697-001.gif;Âàëåíòèíà;Ïåòðîâíà;ïðîãðàììèñò-ðàçðàáîò÷èê;v.belash@example.com;18.08.1978;F;8 (495) 702-84-94;7490;8 (495) 363-94-41;761-843-843;v.belash;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Òåõíîëîãè÷åñêèé ñåêòîð;
Ëàøóê;d7e/39b.jpg;Àíàòîëèé;Íèêîëàåâè÷;ïðîãðàììèñò-ðàçðàáîò÷èê;a.lashuk@example.com;19.08.1980;M;8 (495) 854-63-52;2000;8 (495) 453-52-52;452-976-419;a.lashuk;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Òåõíîëîãè÷åñêèé ñåêòîð;
Ëåâ÷åíêî;6ca/19b.jpg;Íàòàëüÿ;Àëåêñàíäðîâíà;ïðîãðàììèñò;n.levchenko@example.com;20.08.1976;F;8 (495) 491-54-97;659;8 (495) 639-25-52;218-410-425;n.levchenko;Íîâîñèáèðñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Òåõíîëîãè÷åñêèé ñåêòîð;
Áûêîâ;6e7/40b.jpg;Ïàâåë;Âëàäèìèðîâè÷;òåñòèðîâùèê;p.bykov@example.com;21.08.1975;M;8 (495) 547-62-62;549;8 (495) 657-97-51;345-759-511;p.bykov;Íîâîñèáèðñêèé ôèëèàë;Îòäåë êà÷åñòâà;Îòäåë òåñòèðîâàíèÿ ïðîäóêöèè;
Áûñòðîâ;b24/200418306-002.gif;Ñåðãåé;Ãåííàäüåâè÷;òåñòèðîâùèê;s.bystrov@example.com;22.08.1979;M;8 (495) 531-34-95;7491;8 (495) 879-54-84;391-898-833;s.bystrov;Íîâîñèáèðñêèé ôèëèàë;Îòäåë êà÷åñòâà;Îòäåë òåñòèðîâàíèÿ ïðîäóêöèè;
Ëåíêîâà;478/72983899.gif;Ëàðèñà;Àëåêñàíäðîâíà;òåñòèðîâùèê;l.lenkova@example.com;23.08.1976;F;8 (495) 761-73-73;312;8 (495) 467-25-75;578-833-833;l.lenkova;Íîâîñèáèðñêèé ôèëèàë;Îòäåë êà÷åñòâà;Îòäåë òåñòèðîâàíèÿ ïðîäóêöèè;
Ðÿáêîâà;56f/21b.jpg;Àííà;Ïàâëîâíà;òåñòèðîâùèê;a.ryabkova@example.com;24.08.1976;F;8 (495) 651-84-85;3780;8 (495) 732-84-43;674-844-833;a.ryabkova;Íîâîñèáèðñêèé ôèëèàë;Îòäåë êà÷åñòâà;Îòäåë òåñòèðîâàíèÿ ïðîäóêöèè;
Øóëüãà;a12/22b.jpg;Îêñàíà;Êîíñòàíòèíîâíà;òåñòèðîâùèê;o.shulga@example.com;25.08.1980;F;8 (495) 441-73-95;502;8 (495) 637-87-22;738-843-325;o.shulga;Íîâîñèáèðñêèé ôèëèàë;Îòäåë êà÷åñòâà;Îòäåë òåñòèðîâàíèÿ ïðîäóêöèè;
Øóìèëî;b91/23b.jpg;Òàòüÿíà;Âèòàëüåâíà;ïðîãðàììèñò-ðàçðàáîò÷èê;t.shumilo@example.com;26.08.1977;F;8 (495) 651-89-94;7330;8 (495) 734-41-89;844-468-954;t.shumilo;Íîâîñèáèðñêèé ôèëèàë;Îòäåë êà÷åñòâà;Îòäåë òåõíè÷åñêèõ òðåáîâàíèé;
Ðûáíèêîâà;9d7/24b.jpg;Ëþäìèëà;Âëàäèìèðîâíà;ïðîãðàììèñò-ðàçðàáîò÷èê;l.rybnikova@example.com;27.08.1979;F;8 (495) 744-94-54;480;8 (495) 441-95-53;742-985-943;l.rybnikova;Íîâîñèáèðñêèé ôèëèàë;Îòäåë êà÷åñòâà;Îòäåë òåõíè÷åñêèõ òðåáîâàíèé;
Âîëêîâà;02a/25b.jpg;Ëþäìèëà;Ìèðîíîâíà;ïðîãðàììèñò-ðàçðàáîò÷èê;l.volkova@example.com;28.08.1956;F;8 (495) 851-95-64;853;8 (495) 680-54-85;908-565-543;l.volkova;Íîâîñèáèðñêèé ôèëèàë;Îòäåë êà÷åñòâà;Îòäåë òåõíè÷åñêèõ òðåáîâàíèé;
Êíûø;9b2/26b.jpg;Òàòüÿíà;Íèêîëàåâíà;ïðîãðàììèñò-ðàçðàáîò÷èê;t.knysh@example.com;29.08.1975;F;8 (495) 841-95-99;574;8 (495) 841-33-98;890-545-833;t.knysh;Íîâîñèáèðñêèé ôèëèàë;Îòäåë êà÷åñòâà;Îòäåë òåõíè÷åñêèõ òðåáîâàíèé;
Êî÷åãàðîâà;2b2/27b.jpg;Ëàðèñà;Àëåêñàíäðîâíà;ïðîãðàììèñò-ðàçðàáîò÷èê;l.kochegarova@example.com;30.08.1979;F;8 (495) 744-92-84;840;8 (495) 449-89-54;859-840-548;l.kochegarova;Íîâîñèáèðñêèé ôèëèàë;Îòäåë êà÷åñòâà;Îòäåë òåõíè÷åñêèõ òðåáîâàíèé;
Àðîíîâà;f4e/28b.jpg;Âèêòîðèÿ;Âàëåðüåâíà;ýêñïåðò;v.aronova@example.com;01.09.1978;F;8 (495) 763-90-09;763;8 (495) 769-83-83;798-945-943;v.aronova;Íîâîñèáèðñêèé ôèëèàë;Îòäåë êà÷åñòâà;Îòäåë ýêñïåðòíîãî çàêëþ÷åíèÿ;
Õâàëåé;745/29b.jpg;Îêñàíà;Âëàäèìèðîâíà;ýêñïåðò;o.hvalej@example.com;02.09.1977;F;8 (495) 442-84-83;737;8 (495) 640-94-98;736-975-832;o.hvalej;Íîâîñèáèðñêèé ôèëèàë;Îòäåë êà÷åñòâà;Îòäåë ýêñïåðòíîãî çàêëþ÷åíèÿ;
Åä÷èê;8f2/30b.jpg;Èâàí;Àäàìîâè÷;ýêñïåðò;i.edchik@example.com;03.09.1980;F;8 (495) 637-73-87;631;8 (495) 877-83-87;732-126-843;i.edchik;Íîâîñèáèðñêèé ôèëèàë;Îòäåë êà÷åñòâà;Îòäåë ýêñïåðòíîãî çàêëþ÷åíèÿ;
Âîëðîâà;4d9/31b.jpg;Ëþäìèëà;Ìèðîíîâíà;ýêñïåðò;l.volrova@example.com;04.09.1979;F;8 (495) 654-64-73;372;8 (495) 667-65-08;637-833-732;l.volrova;Íîâîñèáèðñêèé ôèëèàë;Îòäåë êà÷åñòâà;Îòäåë ýêñïåðòíîãî çàêëþ÷åíèÿ;
Ôàäååâà;b9c/34b.jpg;Ãàëèíà;Ëåîíèäîâíà;ýêñïåðò;g.fadeeva@example.com;06.09.1980;F;8 (495) 763-98-53;521;8 (495) 657-80-72;631-943-942;g.fadeeva;Íîâîñèáèðñêèé ôèëèàë;Îòäåë êà÷åñòâà;Îòäåë ýêñïåðòíîãî çàêëþ÷åíèÿ;
Ëîáàíîâà;37f/33b.jpg;Âàëåíòèíà;Àíàòîëüåâíà;ðåâèçîð;v.lobanova@example.com;07.09.1980;F;8 (495) 239-89-52;939;8 (495) 297-52-21;295-219-310;v.lobanova;Íîâîñèáèðñêèé ôèëèàë;Ôèíàíñîâûé îòäåë;Îòäåë êîíòðîëüíî-ðåâèçèîííîé ðàáîòû;
Âîëêîâ;ebf/42b.jpg;Âàñèëèé;Àíàòîëüåâè÷;ðåâèçîð;v.volkov@example.com;08.09.1976;M;8 (495) 733-09-94;843;8 (495) 237-94-83;390-832-421;v.volkov;Íîâîñèáèðñêèé ôèëèàë;Ôèíàíñîâûé îòäåë;Îòäåë êîíòðîëüíî-ðåâèçèîííîé ðàáîòû;
Âåëè÷êî;d75/43b.jpg;Âàëåðèé;Âèêòîðîâè÷;ðåâèçîð;v.velichko@example.com;09.09.1974;M;8 (495) 457-88-83;734;8 (495) 733-83-23;842-944-943;v.velichko;Íîâîñèáèðñêèé ôèëèàë;Ôèíàíñîâûé îòäåë;Îòäåë êîíòðîëüíî-ðåâèçèîííîé ðàáîòû;
Âàñèëüåâà;da1/35b.jpg;Åëåíà;Íèêîëàåâíà;ðåâèçîð;e.vasileva@example.com;10.09.1978;F;8 (495) 452-89-84;741;8 (495) 456-34-95;633-145-936;e.vasileva;Íîâîñèáèðñêèé ôèëèàë;Ôèíàíñîâûé îòäåë;Îòäåë êîíòðîëüíî-ðåâèçèîííîé ðàáîòû;
Âåäåðíèêîâà;057/36b.jpg;Àííà;Âèêòîðîâíà;ðåâèçîð;a.vedernikova@example.com;11.09.1981;F;8 (495) 351-84-95;742;8 (495) 356-94-98;628-578-827;a.vedernikova;Íîâîñèáèðñêèé ôèëèàë;Ôèíàíñîâûé îòäåë;Îòäåë êîíòðîëüíî-ðåâèçèîííîé ðàáîòû;
Ëåâèíà;e47/37b.jpg;Ëþäìèëà;Ãåîðãèåâíà;áóõãàëòåð;l.levina@example.com;12.09.1979;F;8 (495) 657-95-83;768;8 (495) 762-72-32;546-954-932;l.levina;Íîâîñèáèðñêèé ôèëèàë;Ôèíàíñîâûé îòäåë;Áóõãàëòåðèÿ;
Ãèìàëåòäèíîâà;9f4/39b.jpg;Ýëüâèðà;Ðóäîëüôîâíà;áóõãàëòåð;e.gimaletdinova@example.com;13.09.1973;F;8 (495) 877-83-98;653;8 (495) 733-14-94;739-943-835;e.gimaletdinova;Íîâîñèáèðñêèé ôèëèàë;Ôèíàíñîâûé îòäåë;Áóõãàëòåðèÿ;
Ïîãîäèíà;751/40b.jpg;Îëåñÿ;Àëåêñàíäðîâíà;áóõãàëòåð;o.pogodina@example.com;14.09.1980;F;8 (495) 659-94-82;791;8 (495) 990-72-87;632-223-944;o.pogodina;Íîâîñèáèðñêèé ôèëèàë;Ôèíàíñîâûé îòäåë;Áóõãàëòåðèÿ;
Òðîôèìîâà;240/41b.jpg;Íàòàëüÿ;Âëàäèìèðîâíà;áóõãàëòåð;n.trofimova@example.com;15.09.1973;F;8 (495) 763-97-83;683;8 (495) 638-93-98;733-239-936;n.trofimova;Íîâîñèáèðñêèé ôèëèàë;Ôèíàíñîâûé îòäåë;Áóõãàëòåðèÿ;
Áîðîâêîâà;891/42b.jpg;Ìàðèíà;Àëåêñàíäðîâíà;áóõãàëòåð;m.borovkova@example.com;16.09.1980;F;8 (495) 843-94-45;451;8 (495) 468-89-87;743-983-832;m.borovkova;Íîâîñèáèðñêèé ôèëèàë;Ôèíàíñîâûé îòäåë;Áóõãàëòåðèÿ;
Áàÿíêèí;85b/44b.jpg;Âëàäèìèð;ßêîâëåâè÷;ïðîãðàììèñò;v.bayankin@example.com;17.09.1978;M;8 (495) 600-83-94;876;8 (495) 438-94-93;368-943-893;v.bayankin;Íîâîñèáèðñêèé ôèëèàë;ÈÒ-îòäåë;Ñëóæáà çàùèòû èíôîðìàöèè;
Çàãàéíîâ;fc2/46b.jpg;Àíàòîëèé;Âèêòîðîâè÷;ïðîãðàììèñò;a.zagajnov@example.com;18.09.1974;M;8 (495) 743-94-94;891;8 (495) 737-87-51;955-443-832;a.zagajnov;Íîâîñèáèðñêèé ôèëèàë;ÈÒ-îòäåë;Ñëóæáà çàùèòû èíôîðìàöèè;
Èëüÿñîâ;cb2/47b.jpg;Ðóñòàì;Ñàáèòîâè÷;ïðîãðàììèñò;r.ilyasov@example.com;19.09.1975;M;8 (495) 446-42-36;4780;8 (495) 657-15-84;368-550-832;r.ilyasov;Íîâîñèáèðñêèé ôèëèàë;ÈÒ-îòäåë;Ñëóæáà çàùèòû èíôîðìàöèè;
Êàìàåâà;62b/43b.jpg;Ëàðèñà;Âÿ÷åñëàâîâíà;ïðîãðàììèñò;l.kamaeva@example.com;20.09.1980;F;8 (495) 622-98-81;771;8 (495) 658-83-13;849-943-357;l.kamaeva;Íîâîñèáèðñêèé ôèëèàë;ÈÒ-îòäåë;Ñëóæáà çàùèòû èíôîðìàöèè;
Âîëêîâà;1f8/44b.jpg;Èðèíà;Áîðèñîâíà;ïðîãðàììèñò;i.volkova@example.com;21.09.1978;F;8 (495) 635-61-19;591;8 (495) 690-41-51;299-518-677;i.volkova;Íîâîñèáèðñêèé ôèëèàë;ÈÒ-îòäåë;Ñëóæáà çàùèòû èíôîðìàöèè;
Åðåìèíà;349/45b.jpg;Ìàðèíà;Àíàòîëüåâíà;ïðîãðàììèñò-ðàçðàáîò÷èê;m.eremina@example.com;22.09.1979;F;8 (495) 843-89-83;833;8 (495) 871-93-64;677-834-053;m.eremina;Íîâîñèáèðñêèé ôèëèàë;ÈÒ-îòäåë;Ñëóæáà ïðîãðàììíîé ïîääåðæêè;
Êàíóííèêîâà;929/46b.jpg;Îëüãà;Ìèõàéëîâíà;ïðîãðàììèñò-ðàçðàáîò÷èê;o.kanunnikova@example.com;23.09.1984;F;8 (495) 489-05-94;892;8 (495) 647-87-34;779-942-932;o.kanunnikova;Íîâîñèáèðñêèé ôèëèàë;ÈÒ-îòäåë;Ñëóæáà ïðîãðàììíîé ïîääåðæêè;
Êîëîòîâ;b3a/48b.jpg;Àíäðåé;Àëåêñàíäðîâè÷;ïðîãðàììèñò-ðàçðàáîò÷èê;a.kolotov@example.com;24.09.1976;M;8 (495) 742-93-89;735;8 (495) 784-94-82;876-943-822;a.kolotov;Íîâîñèáèðñêèé ôèëèàë;ÈÒ-îòäåë;Ñëóæáà ïðîãðàììíîé ïîääåðæêè;
Õóáàåâ;a88/200133001-001.gif;Äåíèñ;Þðüåâè÷;òåñòèðîâùèê ÏÎ;d.hubaev@example.com;10.05.2007;M;;;;;d.hubaev;Ìîñêîâñêèé ôèëèàë;IT-äåïàðòàìåíò;Îòäåë èíôîðìàöèîííî-óïðàâëÿþùèõ ñèñòåì;
Êîìàðîâ;757/49b.jpg;Âëàäèìèð;Èâàíîâè÷;ïðîãðàììèñò-ðàçðàáîò÷èê;v.komarov@example.com;25.09.1979;M;8 (495) 736-51-25;7350;8 (495) 437-87-82;728-831-897;v.komarov;Íîâîñèáèðñêèé ôèëèàë;ÈÒ-îòäåë;Ñëóæáà ïðîãðàììíîé ïîääåðæêè;
Êîíûãèí;2f2/50b.jpg;Ãðèãîðèé;Íèêîëàåâè÷;ïðîãðàììèñò-ðàçðàáîò÷èê;g.konygin@example.com;26.09.1980;M;8 (495) 723-05-83;851;8 (495) 678-25-72;678-157-953;g.konygin;Íîâîñèáèðñêèé ôèëèàë;ÈÒ-îòäåë;Ñëóæáà ïðîãðàììíîé ïîääåðæêè;
Ëàäüÿíîâ;6f1/51b.jpg;Âëàäèìèð;Èâàíîâè÷;ñèñòåìíûé àäìèíèñòðàòîð;v.ladyanov@example.com;27.09.1979;M;8 (495) 842-94-94;748;8 (495) 763-94-83;784-942-943;v.ladyanov;Íîâîñèáèðñêèé ôèëèàë;ÈÒ-îòäåë;Ñëóæáà òåõíè÷åñêîé ïîääåðæêè;
Ìèëè÷;499/52b.jpg;Âëàäèìèð;Íèêîëàåâè÷;ñèñòåìíûé àäìèíèñòðàòîð;v.milich@example.com;28.09.1975;M;8 (495) 763-24-06;841;8 (495) 590-83-36;547-984-83`;v.milich;Íîâîñèáèðñêèé ôèëèàë;ÈÒ-îòäåë;Ñëóæáà òåõíè÷åñêîé ïîääåðæêè;
Ìîëèí;ba4/53b.jpg;Ñåðãåé;Ìèõàéëîâè÷;ñèñòåìíûé àäìèíèñòðàòîð;s.molin@example.com;29.09.1981;M;8 (495) 839-82-45;455;8 (495) 842-94-42;975-942-641;s.molin;Íîâîñèáèðñêèé ôèëèàë;ÈÒ-îòäåë;Ñëóæáà òåõíè÷åñêîé ïîääåðæêè;
Ìóðàâüåâ;ba2/54b.jpg;Àëåêñåé;Åâãåíüåâè÷;ñèñòåìíûé àäìèíèñòðàòîð;a.muravev@example.com;30.09.1980;M;8 (495) 894-94-84;902;8 (495) 846-43-93;903-832-893;a.muravev;Íîâîñèáèðñêèé ôèëèàë;ÈÒ-îòäåë;Ñëóæáà òåõíè÷åñêîé ïîääåðæêè;
Íåáîãàòèêîâ;9b1/55b.jpg;Íèêîëàé;Ìèõàéëîâè÷;ñèñòåìíûé àäìèíèñòðàòîð;n.nebogatikov@example.com;01.10.1978;M;8 (495) 724-84-89;523;8 (495) 722-83-85;568-922-837;n.nebogatikov;Íîâîñèáèðñêèé ôèëèàë;ÈÒ-îòäåë;Ñëóæáà òåõíè÷åñêîé ïîääåðæêè;
Êàðáàíü;e07/47b.jpg;Îêñàíà;Âëàäèñëàâîâíà;þðèñò;o.karban@example.com;02.10.1979;F;;842;8 (495) 436-83-36;955-789-942;o.karban;Íîâîñèáèðñêèé ôèëèàë;Þðèäè÷åñêèé îòäåë;;
